"_","ST","County","StateFIPS","CountyFIPS","S_C_Rate","U_C_Rate","Deaths","Population"
"","","","","","","","",""
"2008-2014, United States","","","","","","","",""
"Smoothed  Death Rates per 100,000 Population","","","","","","","",""
"All Injury, Homicide, All Races, All Ethnicities, Both Sexes, All Ages","","","","","","","",""
"Annualized Crude Rate for United States: 5.31","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"Reports for All Ages include those of unknown age.","","","","","","","",""
"* Rates based on 20 or fewer deaths may be unstable.  These rates are suppressed for counties (see legend above); such rates in the title have an asterisk.","","","","","","","",""
"","","","","","","","",""
"Rates appearing in this map have been geospatially smoothed.                                      m9113517 created 26DEC16:23:33     downloaded 08DEC20:19:45","","","","","","","",""
"","","","","","","","",""
"Types of Rates:    S_C_Rate = Smoothed, Crude Rate.","","","","","","","",""
".......................    U_C_Rate = Unsmoothed, Crude Rate.","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"Produced by: the Statistics, Programming & Economics Branch, National Center for Injury Prevention & Control, CDC","","","","","","","",""
"Data Sources: NCHS National Vital Statistics System for numbers of deaths; US Census Bureau for population estimates.","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","ST","County","StateFIPS","CountyFIPS","S_C_Rate","U_C_Rate","Deaths","Population"
"","IN","MORGAN","18","109","8.74308152","","","484002"
"","IN","NEWTON","18","111","12.02805363","","","99242"
"","IN","NOBLE","18","113","4.183076923","","","332684"
"","IN","OHIO","18","115","2.247914563","","","42588"
"","IN","ORANGE","18","117","2.275430898","","","138573"
"","IN","OWEN","18","119","2.703402712","","","149998"
"","IN","PARKE","18","121","3.225783524","","","120855"
"","IN","PERRY","18","123","2.557331586","","","135849"
"","IN","PIKE","18","125","1.960812508","","","89547"
"","IN","PORTER","18","127","10.26326661","2.424122792","28","1155057"
"","IN","POSEY","18","129","3.293230098","","","180282"
"","IN","PULASKI","18","131","2.701206089","","","92900"
"","IN","PUTNAM","18","133","2.068137988","","","265053"
"","IN","RANDOLPH","18","135","2.259451542","","","181551"
"","IN","RIPLEY","18","137","2.510684357","","","200327"
"","IN","RUSH","18","139","2.360039806","","","120764"
"","IN","ST JOSEPH","18","141","3.971381358","6.153566259","115","1868835"
"","IN","SCOTT","18","143","3.054732773","","","167728"
"","IN","SHELBY","18","145","9.76980479","","","311150"
"","IN","SPENCER","18","147","1.95699785","","","146498"
"","IN","STARKE","18","149","4.196008128","","","162790"
"","IN","STEUBEN","18","151","1.230766201","","","239249"
"","IN","SULLIVAN","18","153","3.471129961","","","149224"
"","IN","SWITZERLAND","18","155","1.899366332","","","73490"
"","IN","TIPPECANOE","18","157","1.883441266","1.705348297","21","1231420"
"","IN","TIPTON","18","159","2.067463422","","","110685"
"","IN","UNION","18","161","2.538952882","","","51782"
"","IN","VANDERBURGH","18","163","3.181296291","4.043296571","51","1261347"
"","IN","VERMILLION","18","165","4.399597169","","","112591"
"","IN","VIGO","18","167","3.377967114","4.763858196","36","755690"
"","IN","WABASH","18","169","1.858542605","","","228771"
"","IN","WARREN","18","171","2.834734513","","","59248"
"","IN","WARRICK","18","173","2.81109391","","","420150"
"","IN","WASHINGTON","18","175","3.099277796","","","196497"
"","IN","WAYNE","18","177","1.958282237","","","479836"
"","IN","WELLS","18","179","5.166781413","","","194007"
"","IN","WHITE","18","181","2.042177778","","","171830"
"","IN","WHITLEY","18","183","4.651637413","","","232663"
"","IA","ADAIR","19","1","","","","53125"
"","IA","ADAMS","19","3","","","","27891"
"","IA","ALLAMAKEE","19","5","","","","99333"
"","IA","APPANOOSE","19","7","","","","89634"
"","IA","AUDUBON","19","9","","","","42021"
"","IA","BENTON","19","11","2.221347395","","","181705"
"","IA","BLACK HAWK","19","13","2.181836372","3.154004607","29","919466"
"","IA","BOONE","19","15","2.243283236","","","184475"
"","IA","BREMER","19","17","2.430567288","","","170745"
"","IA","BUCHANAN","19","19","2.086736882","","","146919"
"","IA","BUENA VISTA","19","21","","","","142093"
"","IA","BUTLER","19","23","2.518903108","","","104452"
"","IA","CALHOUN","19","25","","","","68938"
"","IA","CARROLL","19","27","","","","144984"
"","IA","CASS","19","29","2.898062464","","","96385"
"","IA","CEDAR","19","31","2.103218899","","","129077"
"","IA","CERRO GORDO","19","33","","","","307110"
"","IA","CHEROKEE","19","35","1.361059496","","","83820"
"","IA","CHICKASAW","19","37","","","","86605"
"","IA","CLARKE","19","39","","","","64849"
"","IA","CLAY","19","41","","","","116225"
"","IA","CLAYTON","19","43","","","","125934"
"","IA","CLINTON","19","45","2.19418921","","","341773"
"","IA","CRAWFORD","19","47","2.151162165","","","120087"
"","IA","DALLAS","19","49","2.059398075","","","486738"
"","IA","DAVIS","19","51","","","","61163"
"","IA","DECATUR","19","53","","","","58435"
"","IA","DELAWARE","19","55","1.690060508","","","123478"
"","IA","DES MOINES","19","57","2.835171833","","","282016"
"","IA","DICKINSON","19","59","","","","117751"
"","IA","DUBUQUE","19","61","","","","661056"
"","IA","EMMET","19","63","","","","71172"
"","IA","FAYETTE","19","65","2.086944128","","","145333"
"","IA","FLOYD","19","67","","","","113329"
"","IA","FRANKLIN","19","69","1.931647281","","","74202"
"","IA","FREMONT","19","71","","","","50962"
"","IA","GREENE","19","73","1.705787349","","","64902"
"","IA","GRUNDY","19","75","2.680787032","","","86826"
"","IA","GUTHRIE","19","77","","","","75960"
"","IA","HAMILTON","19","79","2.024844846","","","108459"
"","IA","HANCOCK","19","81","","","","78806"
"","IA","HARDIN","19","83","1.788464405","","","122256"
"","IA","HARRISON","19","85","2.973822924","","","102923"
"","IA","HENRY","19","87","2.506095846","","","141520"
"","IA","HOWARD","19","89","","","","66846"
"","IA","HUMBOLDT","19","91","","","","68424"
"","IA","IDA","19","93","","","","49748"
"","IA","IOWA","19","95","2.055358272","","","114360"
"","IA","JACKSON","19","97","","","","138061"
"","IA","JASPER","19","99","2.267754835","","","257595"
"","IA","JEFFERSON","19","101","2.947574441","","","118928"
"","IA","JOHNSON","19","103","1.887329941","","","940603"
"","IA","JONES","19","105","1.61670285","","","144397"
"","IA","KEOKUK","19","107","2.309670591","","","72991"
"","IA","KOSSUTH","19","109","","","","108077"
"","IA","LEE","19","111","2.506443649","","","249436"
"","IA","LINN","19","113","1.802320839","2.143309726","32","1493018"
"","IA","LOUISA","19","115","2.433959925","","","79785"
"","IA","LUCAS","19","117","","","","62019"
"","IA","LYON","19","119","2.024965576","","","81524"
"","IA","MADISON","19","121","2.012424616","","","109129"
"","IA","MAHASKA","19","123","1.988427353","","","156932"
"","IA","MARION","19","125","2.210519816","","","233583"
"","IA","MARSHALL","19","127","1.824855259","","","285007"
"","IA","MILLS","19","129","2.298836615","","","104987"
"","IA","MITCHELL","19","131","","","","75286"
"","IA","MONONA","19","133","2.441297689","","","64344"
"","IA","MONROE","19","135","","","","55908"
"","IA","MONTGOMERY","19","137","3.45170674","","","74417"
"","IA","MUSCATINE","19","139","2.385345752","","","299568"
"","IA","O BRIEN","19","141","","","","99609"
"","IA","OSCEOLA","19","143","","","","44530"
"","IA","PAGE","19","145","","","","110650"
"","IA","PALO ALTO","19","147","","","","65332"
"","IA","PLYMOUTH","19","149","","","","174306"
"","IA","POCAHONTAS","19","151","","","","50884"
"","IA","POLK","19","153","2.036138441","2.573868394","79","3069310"
"","IA","POTTAWATTAMIE","19","155","5.624621658","3.847835054","25","649716"
"","IA","POWESHIEK","19","157","1.73701056","","","131819"
"","IA","RINGGOLD","19","159","","","","35697"
"","IA","SAC","19","161","","","","71633"
"","IA","SCOTT","19","163","2.39165548","2.909837819","34","1168450"
"","IA","SHELBY","19","165","3.384948424","","","84671"
"","IA","SIOUX","19","167","","","","238242"
"","IA","STORY","19","169","2.337119896","","","636758"
"","IA","TAMA","19","171","2.189972497","","","123705"
"","IA","TAYLOR","19","173","","","","43839"
"","IA","UNION","19","175","","","","87771"
"","IA","VAN BUREN","19","177","2.827358357","","","52770"
"","IA","WAPELLO","19","179","2.569520119","","","247865"
"","IA","WARREN","19","181","2.067920623","","","326570"
"","IA","WASHINGTON","19","183","2.159021161","","","152918"
"","IA","WAYNE","19","185","","","","44698"
"","IA","WEBSTER","19","187","","","","263730"
"","IA","WINNEBAGO","19","189","","","","75107"
"","IA","WINNESHIEK","19","191","","","","146782"
"","IA","WOODBURY","19","193","2.129909858","","","714184"
"","IA","WORTH","19","195","","","","53098"
"","IA","WRIGHT","19","197","2.126304099","","","91715"
"","KS","ALLEN","20","1","","","","92899"
"","KS","ANDERSON","20","3","","","","56071"
"","KS","ATCHISON","20","5","3.703323248","","","117524"
"","KS","BARBER","20","7","","","","34228"
"","KS","BARTON","20","9","","","","192659"
"","KS","BOURBON","20","11","3.381443107","","","104855"
"","KS","BROWN","20","13","","","","69594"
"","KS","BUTLER","20","15","4.129641545","","","460156"
"","KS","CHASE","20","17","","","","19320"
"","KS","CHAUTAUQUA","20","19","3.882879414","","","25309"
"","KS","CHEROKEE","20","21","3.480145301","","","149312"
"","KS","CHEYENNE","20","23","","","","19001"
"","KS","CLARK","20","25","","","","15332"
"","KS","CLAY","20","27","2.634713348","","","59402"
"","KS","CLOUD","20","29","","","","66156"
"","KS","COFFEY","20","31","","","","59603"
"","KS","COMANCHE","20","33","","","","13340"
"","KS","COWLEY","20","35","4.309655222","","","253489"
"","KS","CRAWFORD","20","37","3.417931663","","","274282"
"","KS","DECATUR","20","39","","","","20559"
"","KS","DICKINSON","20","41","3.734535909","","","137750"
"","KS","DONIPHAN","20","43","3.05566024","","","55420"
"","KS","DOUGLAS","20","45","3.072204414","","","787093"
"","KS","EDWARDS","20","47","","","","21085"
"","KS","ELK","20","49","3.052777129","","","19553"
"","KS","ELLIS","20","51","","","","200752"
"","KS","ELLSWORTH","20","53","3.494659851","","","45105"
"","KS","FINNEY","20","55","","","","257094"
"","KS","FORD","20","57","","","","238152"
"","KS","FRANKLIN","20","59","1.790070924","","","180879"
"","KS","GEARY","20","61","2.879059354","","","243202"
"","KS","GOVE","20","63","","","","18932"
"","KS","GRAHAM","20","65","","","","18257"
"","KS","GRANT","20","67","","","","54670"
"","KS","GRAY","20","69","","","","41936"
"","KS","GREELEY","20","71","","","","8807"
"","KS","GREENWOOD","20","73","2.474456615","","","46020"
"","KS","HAMILTON","20","75","","","","18460"
"","KS","HARPER","20","77","","","","41621"
"","KS","HARVEY","20","79","4.005563282","","","242427"
"","KS","HASKELL","20","81","","","","29297"
"","KS","HODGEMAN","20","83","","","","13593"
"","KS","JACKSON","20","85","5.999564633","","","93894"
"","KS","JEFFERSON","20","87","5.078361172","","","132775"
"","KS","JEWELL","20","89","","","","21525"
"","KS","JOHNSON","20","91","9.079013202","1.731173105","67","3870208"
"","KS","KEARNY","20","93","","","","27585"
"","KS","KINGMAN","20","95","4.496489378","","","54893"
"","KS","KIOWA","20","97","","","","17544"
"","KS","LABETTE","20","99","3.600525317","","","149732"
"","KS","LANE","20","101","","","","12154"
"","KS","LEAVENWORTH","20","103","4.464613556","4.088261857","22","538126"
"","KS","LINCOLN","20","105","4.039907825","","","22493"
"","KS","LINN","20","107","2.511969535","","","67175"
"","KS","LOGAN","20","109","","","","19406"
"","KS","LYON","20","111","","","","236974"
"","KS","MC PHERSON","20","113","2.767619589","","","204898"
"","KS","MARION","20","115","2.402563409","","","87297"
"","KS","MARSHALL","20","117","","","","70515"
"","KS","MEADE","20","119","","","","31189"
"","KS","MIAMI","20","121","1.931306427","","","228325"
"","KS","MITCHELL","20","123","","","","44429"
"","KS","MONTGOMERY","20","125","3.990324413","","","244236"
"","KS","MORRIS","20","127","3.436164651","","","41007"
"","KS","MORTON","20","129","","","","22254"
"","KS","NEMAHA","20","131","","","","71117"
"","KS","NEOSHO","20","133","3.647167413","","","115448"
"","KS","NESS","20","135","","","","21730"
"","KS","NORTON","20","137","","","","39492"
"","KS","OSAGE","20","139","4.939496778","","","113562"
"","KS","OSBORNE","20","141","","","","26857"
"","KS","OTTAWA","20","143","3.41367281","","","42624"
"","KS","PAWNEE","20","145","","","","48569"
"","KS","PHILLIPS","20","147","","","","39016"
"","KS","POTTAWATOMIE","20","149","5.376495964","","","153652"
"","KS","PRATT","20","151","","","","68152"
"","KS","RAWLINS","20","153","","","","17933"
"","KS","RENO","20","155","4.26424371","","","449240"
"","KS","REPUBLIC","20","157","","","","34476"
"","KS","RICE","20","159","2.618338845","","","70440"
"","KS","RILEY","20","161","2.660428258","","","511334"
"","KS","ROOKS","20","163","","","","36312"
"","KS","RUSH","20","165","","","","22660"
"","KS","RUSSELL","20","167","","","","48529"
"","KS","SALINE","20","169","3.121784024","","","388789"
"","KS","SCOTT","20","171","","","","34366"
"","KS","SEDGWICK","20","173","3.99879217","4.915539879","172","3499107"
"","KS","SEWARD","20","175","","","","161814"
"","KS","SHAWNEE","20","177","5.048147679","8.032683382","100","1244914"
"","KS","SHERIDAN","20","179","","","","17883"
"","KS","SHERMAN","20","181","","","","42412"
"","KS","SMITH","20","183","","","","26645"
"","KS","STAFFORD","20","185","2.611265453","","","30654"
"","KS","STANTON","20","187","","","","15254"
"","KS","STEVENS","20","189","","","","39725"
"","KS","SUMNER","20","191","4.285312371","","","167236"
"","KS","THOMAS","20","193","","","","55127"
"","KS","TREGO","20","195","","","","20736"
"","KS","WABAUNSEE","20","197","5.358608489","","","49312"
"","KS","WALLACE","20","199","","","","10517"
"","KS","WASHINGTON","20","201","","","","40221"
"","KS","WICHITA","20","203","","","","15512"
"","KS","WILSON","20","205","3.960219594","","","64977"
"","KS","WOODSON","20","207","","","","22894"
"","KS","WYANDOTTE","20","209","9.106446408","16.95858587","188","1108583"
"","KY","ADAIR","21","1","5.01241589","","","132215"
"","KY","ALLEN","21","3","3.747722258","","","140659"
"","KY","ANDERSON","21","5","3.371947238","","","150700"
"","KY","BALLARD","21","7","5.602920989","","","57829"
"","KY","BARREN","21","9","3.799053724","","","297419"
"","KY","BATH","21","11","4.423097938","","","82510"
"","KY","BELL","21","13","4.981293582","","","198660"
"","KY","BOONE","21","15","7.370369258","","","847380"
"","KY","BOURBON","21","17","5.124954318","","","139954"
"","KY","BOYD","21","19","3.729178499","","","344675"
"","KY","BOYLE","21","21","3.794194677","","","202115"
"","KY","BRACKEN","21","23","1.501090871","","","59235"
"","KY","BREATHITT","21","25","8.602850202","","","96591"
"","KY","BRECKINRIDGE","21","27","3.259604764","","","140383"
"","KY","BULLITT","21","29","7.086002816","","","526769"
"","KY","BUTLER","21","31","3.624778989","","","89375"
"","KY","CALDWELL","21","33","5.983447391","","","90377"
"","KY","CALLOWAY","21","35","4.734909628","","","263245"
"","KY","CAMPBELL","21","37","6.740646958","","","634161"
"","KY","CARLISLE","21","39","5.177892302","","","35367"
"","KY","CARROLL","21","41","","","","75957"
"","KY","CARTER","21","43","3.35794186","","","192700"
"","KY","CASEY","21","45","4.275011489","","","111918"
"","KY","CHRISTIAN","21","47","5.681435908","7.729050409","40","517528"
"","KY","CLARK","21","49","5.725020334","","","249036"
"","KY","CLAY","21","51","5.965467847","","","151508"
"","KY","CLINTON","21","53","5.853271038","","","71437"
"","KY","CRITTENDEN","21","55","","","","64987"
"","KY","CUMBERLAND","21","57","6.942648516","","","47914"
"","KY","DAVIESS","21","59","2.412415901","","","679763"
"","KY","EDMONSON","21","61","3.21014355","","","84902"
"","KY","ELLIOTT","21","63","5.182454799","","","54157"
"","KY","ESTILL","21","65","5.773005427","","","102135"
"","KY","FAYETTE","21","67","4.902933351","5.709739674","120","2101672"
"","KY","FLEMING","21","69","","","","101103"
"","KY","FLOYD","21","71","5.902441081","8.013199926","22","274547"
"","KY","FRANKLIN","21","73","3.349251208","","","346066"
"","KY","FULTON","21","75","5.978246017","","","46478"
"","KY","GALLATIN","21","77","2.375447983","","","59702"
"","KY","GARRARD","21","79","4.072103377","","","118187"
"","KY","GRANT","21","81","2.593574594","","","172870"
"","KY","GRAVES","21","83","4.311668064","","","260961"
"","KY","GRAYSON","21","85","3.465538165","","","180802"
"","KY","GREEN","21","87","4.248586246","","","78753"
"","KY","GREENUP","21","89","4.524311253","","","257441"
"","KY","HANCOCK","21","91","2.555253601","","","60404"
"","KY","HARDIN","21","93","6.623917252","3.389582322","25","737554"
"","KY","HARLAN","21","95","6.248156984","","","202886"
"","KY","HARRISON","21","97","2.677838211","","","131011"
"","KY","HART","21","99","3.338472196","","","128633"
"","KY","HENDERSON","21","101","3.096324089","","","324035"
"","KY","HENRY","21","103","3.080968571","","","108184"
"","KY","HICKMAN","21","105","5.108181711","","","33873"
"","KY","HOPKINS","21","107","5.620746937","","","327422"
"","KY","JACKSON","21","109","5.133552579","","","93967"
"","KY","JEFFERSON","21","111","6.126203151","8.51969447","445","5223192"
"","KY","JESSAMINE","21","113","4.974580755","","","343495"
"","KY","JOHNSON","21","115","6.290457014","","","163397"
"","KY","KENTON","21","117","7.174426299","3.283731242","37","1126767"
"","KY","KNOTT","21","119","6.874973592","","","113838"
"","KY","KNOX","21","121","4.688027908","","","222965"
"","KY","LARUE","21","123","3.66697826","","","99012"
"","KY","LAUREL","21","125","4.50363861","","","414164"
"","KY","LAWRENCE","21","127","5.201359487","","","110987"
"","KY","LEE","21","129","7.70632728","","","54321"
"","KY","LESLIE","21","131","6.62451069","","","78484"
"","KY","LETCHER","21","133","5.83146504","","","168500"
"","KY","LEWIS","21","135","5.344468831","","","97167"
"","KY","LINCOLN","21","137","3.94553447","","","172157"
"","KY","LIVINGSTON","21","139","2.51298294","","","66132"
"","KY","LOGAN","21","141","4.192435836","","","187875"
"","KY","LYON","21","143","","","","58778"
"","KY","MC CRACKEN","21","145","3.930309989","","","458665"
"","KY","MC CREARY","21","147","4.128682785","","","126751"
"","KY","MC LEAN","21","149","3.138065856","","","66805"
"","KY","MADISON","21","151","5.298702947","4.404599757","26","590292"
"","KY","MAGOFFIN","21","153","7.101648259","","","91966"
"","KY","MARION","21","155","3.856384648","","","139248"
"","KY","MARSHALL","21","157","4.065986759","","","218935"
"","KY","MARTIN","21","159","6.049891866","","","89987"
"","KY","MASON","21","161","4.857992059","","","121890"
"","KY","MEADE","21","163","3.00203244","","","203277"
"","KY","MENIFEE","21","165","5.18954461","","","44410"
"","KY","MERCER","21","167","3.112261738","","","149103"
"","KY","METCALFE","21","169","4.089482692","","","70339"
"","KY","MONROE","21","171","6.041222459","","","76128"
"","KY","MONTGOMERY","21","173","5.708095149","","","187269"
"","KY","MORGAN","21","175","4.641837136","","","95765"
"","KY","MUHLENBERG","21","177","4.808093945","","","219805"
"","KY","NELSON","21","179","2.86605139","","","306667"
"","KY","NICHOLAS","21","181","4.524912471","","","49587"
"","KY","OHIO","21","183","2.865986473","","","167695"
"","KY","OLDHAM","21","185","7.175539499","","","427617"
"","KY","OWEN","21","187","2.977618518","","","75618"
"","KY","OWSLEY","21","189","7.962037008","","","32881"
"","KY","PENDLETON","21","191","1.991017194","","","102818"
"","KY","PERRY","21","193","7.283879624","11.07129917","22","198712"
"","KY","PIKE","21","195","6.546049838","","","452215"
"","KY","POWELL","21","197","6.826993675","","","88145"
"","KY","PULASKI","21","199","4.350319114","","","442391"
"","KY","ROBERTSON","21","201","","","","15762"
"","KY","ROCKCASTLE","21","203","4.409657149","","","119107"
"","KY","ROWAN","21","205","4.56911447","","","163859"
"","KY","RUSSELL","21","207","4.188236082","","","123400"
"","KY","SCOTT","21","209","4.771265256","","","337039"
"","KY","SHELBY","21","211","7.278771403","","","300333"
"","KY","SIMPSON","21","213","3.76143188","","","122154"
"","KY","SPENCER","21","215","7.286694466","","","120859"
"","KY","TAYLOR","21","217","4.491176879","","","173628"
"","KY","TODD","21","219","5.922749686","","","87356"
"","KY","TRIGG","21","221","5.143131869","","","99752"
"","KY","TRIMBLE","21","223","2.383436546","","","61890"
"","KY","UNION","21","225","3.221280495","","","105751"
"","KY","WARREN","21","227","3.583883392","3.219483322","26","807583"
"","KY","WASHINGTON","21","229","3.203015882","","","82446"
"","KY","WAYNE","21","231","4.273535359","","","145163"
"","KY","WEBSTER","21","233","3.538204696","","","94614"
"","KY","WHITLEY","21","235","4.072215506","","","249897"
"","KY","WOLFE","21","237","7.276738183","","","51014"
"","KY","WOODFORD","21","239","4.635018648","","","174931"
"","LA","ACADIA","22","1","7.226498704","7.858854965","34","432633"
"","LA","ALLEN","22","3","8.004559839","","","180192"
"","LA","ASCENSION","22","5","13.24006835","5.201878398","40","768953"
"","LA","ASSUMPTION","22","7","7.248276988","","","162953"
"","LA","AVOYELLES","22","9","8.415979393","","","292057"
"","LA","BEAUREGARD","22","11","6.967675656","","","250410"
"","LA","BIENVILLE","22","13","5.878388263","","","99559"
"","LA","BOSSIER","22","15","8.318875031","5.489404256","46","837978"
"","LA","CADDO","22","17","8.555296425","11.22205988","200","1782204"
"","LA","CALCASIEU","22","19","7.290595289","7.38376841","100","1354322"
"","LA","CALDWELL","22","21","7.56754579","","","70449"
"","LA","CAMERON","22","23","8.119537895","","","47869"
"","LA","CATAHOULA","22","25","6.14009377","","","72429"
"","LA","CLAIBORNE","22","27","5.71867561","","","118522"
"","LA","CONCORDIA","22","29","8.775882067","","","144178"
"","LA","DE SOTO","22","31","9.772343348","","","187768"
"","LA","EAST BATON ROUGE","22","33","12.71378414","17.61286153","544","3088652"
"","LA","EAST CARROLL","22","35","10.06893444","","","53836"
"","LA","EAST FELICIANA","22","37","16.32714576","","","140812"
"","LA","EVANGELINE","22","39","8.637945729","","","237302"
"","LA","FRANKLIN","22","41","7.230566497","","","144589"
"","LA","GRANT","22","43","9.467255769","","","155510"
"","LA","IBERIA","22","45","6.947362062","9.310697992","48","515536"
"","LA","IBERVILLE","22","47","12.95478524","9.403839331","22","233947"
"","LA","JACKSON","22","49","7.118672723","","","113201"
"","LA","JEFFERSON","22","51","19.19034349","15.31568593","465","3036103"
"","LA","JEFFERSON DAVIS","22","53","7.279442471","11.79437862","26","220444"
"","LA","LAFAYETTE","22","55","7.18106238","5.716285507","90","1574449"
"","LA","LAFOURCHE","22","57","12.51215297","4.870999692","33","677479"
"","LA","LA SALLE","22","59","8.184830896","","","103734"
"","LA","LINCOLN","22","61","6.741635763","","","328077"
"","LA","LIVINGSTON","22","63","12.89044468","5.16295721","47","910331"
"","LA","MADISON","22","65","9.718596784","","","84410"
"","LA","MOREHOUSE","22","67","8.392285701","10.87266044","21","193145"
"","LA","NATCHITOCHES","22","69","8.068802551","10.52558989","29","275519"
"","LA","ORLEANS","22","71","21.75933152","44.04654427","1087","2467844"
"","LA","OUACHITA","22","73","7.177895527","8.788313578","95","1080981"
"","LA","PLAQUEMINES","22","75","26.66247348","","","163056"
"","LA","POINTE COUPEE","22","77","7.57333758","","","159003"
"","LA","RAPIDES","22","79","7.510691865","10.62101509","98","922699"
"","LA","RED RIVER","22","81","9.057184103","","","63014"
"","LA","RICHLAND","22","83","8.684259214","","","145587"
"","LA","SABINE","22","85","6.964856372","","","169751"
"","LA","ST BERNARD","22","87","38.55273648","7.881995271","21","266430"
"","LA","ST CHARLES","22","89","12.66916956","7.332453439","27","368226"
"","LA","ST HELENA","22","91","13.62532034","","","76979"
"","LA","ST JAMES","22","93","7.984757771","","","153306"
"","LA","ST JOHN THE BAPTIST","22","95","10.87532086","21.18443102","67","316270"
"","LA","ST LANDRY","22","97","6.604351912","9.219327809","54","585726"
"","LA","ST MARTIN","22","99","7.240796457","5.979251996","22","367939"
"","LA","ST MARY","22","101","8.1497563","8.467624567","32","377910"
"","LA","ST TAMMANY","22","103","19.52418231","4.220141893","70","1658712"
"","LA","TANGIPAHOA","22","105","10.76170136","8.61689517","74","858778"
"","LA","TENSAS","22","107","11.32000717","","","35743"
"","LA","TERREBONNE","22","109","7.140506696","8.924962738","70","784317"
"","LA","UNION","22","111","7.890298124","","","158309"
"","LA","VERMILION","22","113","7.219050042","7.580648317","31","408936"
"","LA","VERNON","22","115","8.046884154","","","362714"
"","LA","WASHINGTON","22","117","7.61329302","12.19779952","40","327928"
"","LA","WEBSTER","22","119","5.426427853","","","286811"
"","LA","WEST BATON ROUGE","22","121","15.61769924","","","168179"
"","LA","WEST CARROLL","22","123","9.732360097","","","80932"
"","LA","WEST FELICIANA","22","125","8.051514888","","","108829"
"","LA","WINN","22","127","6.386712175","","","105821"
"","ME","ANDROSCOGGIN","23","1","1.907923607","","","753506"
"","ME","AROOSTOOK","23","3","2.711700726","","","498230"
"","ME","CUMBERLAND","23","5","2.009062546","2.065815886","41","1984688"
"","ME","FRANKLIN","23","7","1.97167286","","","214342"
"","ME","HANCOCK","23","9","2.809925884","","","381842"
"","ME","KENNEBEC","23","11","2.039083106","","","851863"
"","ME","KNOX","23","13","","","","278441"
"","ME","LINCOLN","23","15","1.746158319","","","240656"
"","ME","OXFORD","23","17","2.07257791","","","403696"
"","ME","PENOBSCOT","23","19","2.618938051","3.347688096","36","1075369"
"","ME","PISCATAQUIS","23","21","2.818071613","","","121317"
"","ME","SAGADAHOC","23","23","1.961879215","","","247010"
"","ME","SOMERSET","23","25","2.502765556","","","363229"
"","ME","WALDO","23","27","2.39656304","","","271893"
"","ME","WASHINGTON","23","29","2.610267786","","","228243"
"","ME","YORK","23","31","1.787470195","2.15913082","30","1389448"
"","MD","ALLEGANY","24","1","2.621278863","","","519719"
"","MD","ANNE ARUNDEL","24","3","11.2465548","3.151651978","120","3807527"
"","MD","BALTIMORE","24","5","9.513535281","5.749089684","327","5687857"
"","MD","CALVERT","24","9","6.874620843","","","624795"
"","MD","CAROLINE","24","11","3.482533161","","","229789"
"","MD","CARROLL","24","13","3.941839931","","","1171369"
"","MD","CECIL","24","15","3.791394523","4.084432257","29","710013"
"","MD","CHARLES","24","17","4.687966447","4.507018483","47","1042818"
"","MD","DORCHESTER","24","19","3.907327568","","","227944"
"","MD","FREDERICK","24","21","1.976921396","2.415884927","40","1655708"
"","MD","GARRETT","24","23","3.141094686","","","210101"
"","MD","HARFORD","24","25","4.131266164","2.954413401","51","1726231"
"","MD","HOWARD","24","27","4.92536199","2.139772883","44","2056293"
"","MD","KENT","24","29","6.431636749","","","140348"
"","MD","MONTGOMERY","24","31","5.657591916","2.210012744","153","6923037"
"","MD","PRINCE GEORGES","24","33","5.876018567","10.55867121","647","6127665"
"","MD","QUEEN ANNES","24","35","3.71625849","","","336719"
"","MD","ST MARYS","24","37","3.278203605","","","746967"
"","MD","SOMERSET","24","39","5.63000426","","","183872"
"","MD","TALBOT","24","41","2.889126172","","","264193"
"","MD","WASHINGTON","24","43","2.025659279","2.312423883","24","1037872"
"","MD","WICOMICO","24","45","3.793077529","6.026732865","42","696895"
"","MD","WORCESTER","24","47","4.2029796","","","360279"
"","MD","BALTIMORE CITY","24","510","13.28800583","32.01055222","1393","4351690"
"","MA","BARNSTABLE","25","1","1.982018091","","","1508878"
"","MA","BERKSHIRE","25","3","2.473621599","","","912864"
"","MA","BRISTOL","25","5","2.333118123","2.364670677","91","3848316"
"","MA","DUKES","25","7","","","","117061"
"","MA","ESSEX","25","9","2.691370185","1.939863103","102","5258103"
"","MA","FRANKLIN","25","11","1.513190754","","","499520"
"","MA","HAMPDEN","25","13","2.920460666","4.176394954","136","3256397"
"","MA","HAMPSHIRE","25","15","2.218666899","","","1115977"
"","MA","MIDDLESEX","25","17","2.402752182","1.340557092","143","10667207"
"","MA","NANTUCKET","25","19","","","","72481"
"","MA","NORFOLK","25","21","2.676998103","1.202402527","57","4740509"
"","MA","PLYMOUTH","25","23","1.818351272","2.409617126","84","3486031"
"","MA","SUFFOLK","25","25","2.656795574","7.449425385","384","5154760"
"","MA","WORCESTER","25","27","1.904909935","1.619653408","91","5618486"
"","MI","ALCONA","26","1","","","","75733"
"","MI","ALGER","26","3","","","","66601"
"","MI","ALLEGAN","26","5","2.621576654","","","784072"
"","MI","ALPENA","26","7","","","","206137"
