,county,state,geocode_status,geocode_success,geo_formatted_address,lat,lng,FIPS
0,Autauga,Alabama,OK,1,"Autauga County, AL, USA",32.5791817,-86.49965460000001,1001
1,Baldwin,Alabama,OK,1,"Baldwin County, AL, USA",30.6010744,-87.77633329999999,1003
2,Barbour,Alabama,OK,1,"Barbour County, AL, USA",31.8172896,-85.35496499999999,1005
3,Bibb,Alabama,OK,1,"Bibb County, AL, USA",32.9562798,-87.14228949999999,1007
4,Blount,Alabama,OK,1,"Blount County, AL, USA",34.0145152,-86.49965460000001,1009
5,Bullock,Alabama,OK,1,"Bullock County, AL, USA",32.0573536,-85.7256372,1011
6,Butler,Alabama,OK,1,"Butler, AL 36904, USA",32.0895908,-88.2219652,1013
7,Calhoun,Alabama,OK,1,"Calhoun County, AL, USA",33.7701576,-85.80766,1015
8,Chambers,Alabama,OK,1,"Chambers County, AL, USA",32.9028048,-85.35496499999999,1017
9,Cherokee,Alabama,OK,1,"Cherokee, AL 35616, USA",34.7570342,-87.9728143,1019
10,Chilton,Alabama,OK,1,"Chilton County, AL, USA",32.944392,-86.6611083,1021
11,Choctaw,Alabama,OK,1,"Choctaw County, AL, USA",32.0716631,-88.24611829999999,1023
12,Clarke,Alabama,OK,1,"Clarke County, AL, USA",31.7002461,-87.77633329999999,1025
13,Clay,Alabama,OK,1,"Clay, AL, USA",33.7026013,-86.5997096,1027
14,Cleburne,Alabama,OK,1,"Cleburne County, AL, USA",33.6261707,-85.52002399999999,1029
15,Coffee,Alabama,OK,1,"Coffee County, AL, USA",31.4751172,-86.0121573,1031
16,Colbert,Alabama,OK,1,"Colbert County, AL, USA",34.7117567,-87.89424509999999,1033
17,Conecuh,Alabama,OK,1,"Conecuh County, AL, USA",31.501571,-86.9824288,1035
18,Coosa,Alabama,OK,1,"Coosa County, AL, USA",32.8897772,-86.2196937,1037
19,Covington,Alabama,OK,1,"Covington County, AL, USA",31.3066438,-86.49965460000001,1039
20,Crenshaw,Alabama,OK,1,"Crenshaw County, AL, USA",31.6671872,-86.3376761,1041
21,Cullman,Alabama,OK,1,"Cullman, AL, USA",34.1748208,-86.8436124,1043
22,Dale,Alabama,OK,1,"Dale County, AL, USA",31.4645298,-85.684578,1045
23,Dallas,Alabama,OK,1,"Dallas County, AL, USA",32.2332138,-87.14228949999999,1047
24,DeKalb,Alabama,OK,1,"Dekalb County, AL, USA",34.5211397,-85.684578,1049
25,Elmore,Alabama,OK,1,"Elmore, AL, USA",32.5387448,-86.3149712,1051
26,Escambia,Alabama,OK,1,"Escambia County, AL, USA",31.1394734,-87.14228949999999,1053
27,Etowah,Alabama,OK,1,"Etowah County, AL, USA",34.0455341,-86.05296039999999,1055
28,Fayette,Alabama,OK,1,"Fayette, AL 35555, USA",33.6845539,-87.8308522,1057
29,Franklin,Alabama,OK,1,"Franklin, AL 36083, USA",32.4784706,-85.8024562,1059
30,Geneva,Alabama,OK,1,"Geneva, AL 36340, USA",31.0329572,-85.8638242,1061
31,Greene,Alabama,OK,1,"Greene County, AL, USA",32.9718107,-87.9334803,1063
32,Hale,Alabama,OK,1,"Hale County, AL, USA",32.7859102,-87.6186379,1065
33,Henry,Alabama,OK,1,"Henry County, AL, USA",31.4469377,-85.1894045,1067
34,Houston,Alabama,OK,1,"Houston, AL 35572, USA",34.1414925,-87.2580686,1069
35,Jackson,Alabama,OK,1,"Jackson, AL 36545, USA",31.5090521,-87.8944435,1071
36,Jefferson,Alabama,OK,1,"Jefferson, AL, USA",32.3859585,-87.9017188,1073
37,Lamar,Alabama,OK,1,"Lamar County, AL, USA",33.6923649,-88.0900762,1075
38,Lauderdale,Alabama,OK,1,"Lauderdale County, AL, USA",34.8840876,-87.658113,1077
39,Lawrence,Alabama,OK,1,"Lawrence County, AL, USA",34.567428,-87.30161319999999,1079
40,Lee,Alabama,OK,1,"Lee County, AL, USA",32.5888702,-85.39627689999999,1081
41,Limestone,Alabama,OK,1,"Limestone County, AL, USA",34.78000720000001,-86.9423801,1083
42,Lowndes,Alabama,OK,1,"Lowndes County, AL, USA",32.221464,-86.6611083,1085
43,Macon,Alabama,OK,1,"Macon County, AL, USA",32.3731182,-85.684578,1087
44,Madison,Alabama,OK,1,"Madison, AL, USA",34.6992579,-86.74833180000002,1089
45,Marengo,Alabama,OK,1,"Marengo County, AL, USA",32.2459085,-87.77633329999999,1091
46,Marion,Alabama,OK,1,"Marion, AL 36756, USA",32.6323536,-87.3191655,1093
47,Marshall,Alabama,OK,1,"Marshall County, AL, USA",34.3652297,-86.3376761,1095
48,Mobile,Alabama,OK,1,"Mobile, AL, USA",30.6953657,-88.0398912,1097
49,Monroe,Alabama,OK,1,"Monroe County, AL, USA",31.5119068,-87.460397,1099
50,Montgomery,Alabama,OK,1,"Montgomery, AL, USA",32.3792233,-86.3077368,1101
51,Morgan,Alabama,OK,1,"Morgan County, AL, USA",34.4240875,-86.86218269999999,1103
52,Perry,Alabama,OK,1,"Perry County, AL, USA",32.598888,-87.30161319999999,1105
53,Pickens,Alabama,OK,1,"Pickens County, AL, USA",33.3339954,-88.0900762,1107
54,Pike,Alabama,OK,1,"Pike County, AL, USA",31.8395163,-86.0121573,1109
55,Randolph,Alabama,OK,1,"Randolph County, AL, USA",33.2681523,-85.52002399999999,1111
56,Russell,Alabama,OK,1,"Russell County, AL, USA",32.3552497,-85.1894045,1113
57,St. Clair,Alabama,OK,1,"St Clair County, AL, USA",33.6530112,-86.3376761,1115
58,Shelby,Alabama,OK,1,"Shelby, AL, USA",33.1086539,-86.5835907,1117
59,Sumter,Alabama,OK,1,"Sumter County, AL, USA",32.6155551,-88.24611829999999,1119
60,Talladega,Alabama,OK,1,"Talladega, AL 35160, USA",33.4359416,-86.1058048,1121
61,Tallapoosa,Alabama,OK,1,"Tallapoosa County, AL, USA",32.9201244,-85.84862360000001,1123
62,Tuscaloosa,Alabama,OK,1,"Tuscaloosa, AL, USA",33.2098407,-87.56917349999999,1125
63,Walker,Alabama,OK,1,"Walker County, AL, USA",33.8563605,-87.30161319999999,1127
64,Washington,Alabama,OK,1,"Washington County, AL, USA",31.3422346,-88.24611829999999,1129
65,Wilcox,Alabama,OK,1,"Wilcox County, AL, USA",32.0105439,-87.3413599,1131
66,Winston,Alabama,OK,1,"Winston County, AL, USA",34.1690087,-87.3413599,1133
67,Aleutians East Borough,Alaska,OK,1,"Aleutians East, AK, USA",55.53880059999999,-161.8988535,2013
68,Aleutians West Census Area,Alaska,OK,1,"Aleutians West, AK, USA",52.3232697,-174.1596072,2016
69,Anchorage Municipality,Alaska,OK,1,"Anchorage, AK, USA",61.2180556,-149.9002778,2020
70,Bethel Census Area,Alaska,OK,1,"Bethel, AK, USA",61.09344600000001,-160.8640773,2050
71,Bristol Bay Borough,Alaska,OK,1,"Bristol Bay, AK, USA",58.7578504,-156.7792687,2060
72,Denali Borough,Alaska,OK,1,"Denali, AK, USA",63.82571729999999,-149.7317835,2068
73,Dillingham Census Area,Alaska,OK,1,"Dillingham, AK, USA",59.80677919999999,-157.7242585,2070
74,Fairbanks North Star Borough,Alaska,OK,1,"Fairbanks North Star, AK, USA",64.9526102,-146.4744154,2090
75,Haines Borough,Alaska,OK,1,"Haines, AK, USA",59.1392237,-135.0,2100
76,Hoonah-Angoon Census Area,Alaska,OK,1,"Hoonah-Angoon, AK, USA",58.31765049999999,-136.0390896,2105
77,Juneau City and Borough,Alaska,OK,1,"Juneau, AK, USA",58.3019444,-134.4197221,2110
78,Kenai Peninsula Borough,Alaska,OK,1,"Kenai Peninsula Borough, AK, USA",60.0858486,-151.382264,2122
79,Ketchikan Gateway Borough,Alaska,OK,1,"Ketchikan Gateway, AK, USA",55.5103345,-131.389286,2130
80,Kodiak Island Borough,Alaska,OK,1,"Kodiak Island, AK, USA",57.53693430000001,-153.2659352,2150
81,Kusilvak Census Area,Alaska,OK,1,"Kusilvak Census Area, AK, USA",62.1458336,-162.891919,2158
82,Lake and Peninsula Borough,Alaska,OK,1,"Lake and Peninsula, AK, USA",58.0458356,-156.5982286,2164
83,Matanuska-Susitna Borough,Alaska,OK,1,"Matanuska-Susitna, AK, USA",62.2599347,-150.1729153,2170
84,Nome Census Area,Alaska,OK,1,"Nome, AK, USA",64.8329974,-164.256602,2180
85,North Slope Borough,Alaska,OK,1,"North Slope, AK, USA",69.05787579999999,-152.8628274,2185
86,Northwest Arctic Borough,Alaska,OK,1,"Northwest Arctic, AK, USA",67.2872981,-160.0342624,2188
87,Petersburg Borough,Alaska,OK,1,"Petersburg Borough, AK, USA",56.8124267,-132.9554472,2195
88,Prince of Wales-Hyder Census Area,Alaska,OK,1,"Prince of Wales-Hyder Census Area, AK, USA",55.3242244,-132.6044581,2198
89,Sitka City and Borough,Alaska,OK,1,"Sitka, AK, USA",57.0530556,-135.33,2220
90,Skagway Municipality,Alaska,OK,1,"Skagway, AK 99840, USA",59.45540250000001,-135.315279,2230
91,Southeast Fairbanks Census Area,Alaska,OK,1,"Southeast Fairbanks, AK, USA",63.9603869,-143.6296999,2240
92,Valdez-Cordova Census Area,Alaska,OK,1,"Valdez-Cordova, AK, USA",61.4787707,-144.1147195,2261
93,Wrangell City and Borough,Alaska,OK,1,"Wrangell, AK, USA",56.4708333,-132.3766666,2275
94,Yakutat City and Borough,Alaska,OK,1,"Yakutat, AK, USA",59.5469878,-139.7272808,2282
95,Yukon-Koyukuk Census Area,Alaska,OK,1,"Yukon-Koyukuk, AK, USA",65.8443666,-153.4302993,2290
96,Apache,Arizona,OK,1,"Apache County, AZ, USA",35.5313224,-109.3783206,4001
97,Cochise,Arizona,OK,1,"Cochise, AZ 85606, USA",32.1139688,-109.9211756,4003
98,Coconino,Arizona,OK,1,"Coconino County, AZ, USA",35.6647545,-111.4752851,4005
99,Gila,Arizona,OK,1,"Gila County, AZ, USA",33.6370567,-110.5215459,4007
100,Graham,Arizona,OK,1,"Graham County, AZ, USA",33.076805,-109.7591675,4009
101,Greenlee,Arizona,OK,1,"Greenlee County, AZ, USA",33.2405598,-109.2831531,4011
102,La Paz,Arizona,OK,1,"La Paz County, AZ, USA",34.0061091,-113.9536466,4012
103,Maricopa,Arizona,OK,1,"Maricopa, AZ, USA",33.0581063,-112.0476423,4013
104,Mohave,Arizona,OK,1,"Mohave County, AZ, USA",35.2143346,-113.7632828,4015
105,Navajo,Arizona,OK,1,"Navajo Nation, New Mexico, USA",36.0672173,-109.1880047,4017
106,Pima,Arizona,OK,1,"Pima, AZ 85543, USA",32.8961755,-109.8275815,4019
107,Pinal,Arizona,OK,1,"Pinal County, AZ, USA",32.8162061,-111.2845025,4021
108,Santa Cruz,Arizona,OK,1,"Santa Cruz County, AZ, USA",31.5986127,-110.8076084,4023
109,Yavapai,Arizona,OK,1,"Yavapai County, AZ, USA",34.6463981,-112.4291464,4025
110,Yuma,Arizona,OK,1,"Yuma, AZ, USA",32.6926512,-114.6276916,4027
111,Arkansas,Arkansas,OK,1,"Arkansas, USA",35.20105,-91.8318334,5001
112,Ashley,Arkansas,OK,1,"Ashley County, AR, USA",33.1565939,-91.7538817,5003
113,Baxter,Arkansas,OK,1,"Baxter County, AR, USA",36.3261815,-92.38136209999999,5005
114,Benton,Arkansas,OK,1,"Benton, AR, USA",34.5645371,-92.586828,5007
115,Boone,Arkansas,OK,1,"Boone County, AR, USA",36.3118662,-93.0175712,5009
116,Bradley,Arkansas,OK,1,"Bradley, AR 71826, USA",33.0981881,-93.6548983,5011
117,Calhoun,Arkansas,OK,1,"Calhoun County, AR, USA",33.5020885,-92.539603,5013
118,Carroll,Arkansas,OK,1,"Carroll County, AR, USA",36.2987495,-93.5003454,5015
119,Chicot,Arkansas,OK,1,"Chicot, AR 71640, USA",33.2056751,-91.2865023,5017
120,Clark,Arkansas,OK,1,"Clark County, Caddo, AR, USA",34.0232374,-93.17796589999999,5019
121,Clay,Arkansas,OK,1,"Clay County, AR, USA",36.3492244,-90.37483540000001,5021
122,Cleburne,Arkansas,OK,1,"Cleburne County, AR, USA",35.4605769,-92.0665197,5023
123,Cleveland,Arkansas,OK,1,"Cleveland, AR 72030, USA",35.4214685,-92.7096079,5025
124,Columbia,Arkansas,OK,1,"Columbia County, AR, USA",33.1285176,-93.17796589999999,5027
125,Conway,Arkansas,OK,1,"Conway, AR, USA",35.0886963,-92.4421011,5029
126,Craighead,Arkansas,OK,1,"Craighead County, AR, USA",35.8260959,-90.6773046,5031
127,Crawford,Arkansas,OK,1,"Crawford County, AR, USA",35.5762761,-94.315422,5033
128,Crittenden,Arkansas,OK,1,"Crittenden County, AR, USA",35.3021443,-90.37483540000001,5035
129,Cross,Arkansas,OK,1,"Cross County, AR, USA",35.2998913,-90.8294002,5037
130,Dallas,Arkansas,OK,1,"Dallas, AR 71953, USA",34.53594030000001,-94.2190985,5039
131,Desha,Arkansas,OK,1,"Desha, AR 72527, USA",35.7361886,-91.67986189999999,5041
132,Drew,Arkansas,OK,1,"Drew County, AR, USA",33.5156463,-91.7538817,5043
133,Faulkner,Arkansas,OK,1,"Faulkner County, AR, USA",35.1035858,-92.38136209999999,5045
134,Franklin,Arkansas,OK,1,"Franklin, AR, USA",36.170346,-91.7759792,5047
135,Fulton,Arkansas,OK,1,"Fulton, AR 71838, USA",33.6145649,-93.81351640000001,5049
136,Garland,Arkansas,OK,1,"Garland City, AR, USA",33.3629029,-93.70990119999999,5051
137,Grant,Arkansas,OK,1,"Grant County, AR, USA",34.2628015,-92.4208713,5053
138,Greene,Arkansas,OK,1,"Greene County, AR, USA",36.1314931,-90.563609,5055
139,Hempstead,Arkansas,OK,1,"Hempstead County, AR, USA",33.6530112,-93.66232389999999,5057
140,Hot Spring,Arkansas,OK,1,"Hot Springs, AR, USA",34.5037004,-93.0551795,5059
141,Howard,Arkansas,OK,1,"Howard County, AR, USA",34.1318213,-94.028678,5061
142,Independence,Arkansas,OK,1,"Independence County, AR, USA",35.8174139,-91.5983959,5063
143,Izard,Arkansas,OK,1,"Izard County, AR, USA",36.1610924,-91.9099238,5065
144,Jackson,Arkansas,OK,1,"Jackson County, AR, USA",35.6479574,-91.13530200000001,5067
145,Jefferson,Arkansas,OK,1,"Jefferson, AR 72079, USA",34.3806516,-92.1640352,5069
146,Johnson,Arkansas,OK,1,"Johnson, AR, USA",36.1328564,-94.16548209999999,5071
147,Lafayette,Arkansas,OK,1,"Lafayette County, AR, USA",33.2511695,-93.62178019999999,5073
148,Lawrence,Arkansas,OK,1,"Lawrence County, AR, USA",35.9969735,-91.13530200000001,5075
149,Lee,Arkansas,OK,1,"Lee County, AR, USA",34.7712669,-90.8294002,5077
150,Lincoln,Arkansas,OK,1,"Lincoln, AR 72744, USA",35.949526,-94.4235482,5079
151,Little River,Arkansas,OK,1,"Little River County, AR, USA",33.6808926,-94.19234000000002,5081
152,Logan,Arkansas,OK,1,"Logan County, AR, USA",35.2475011,-93.66232389999999,5083
153,Lonoke,Arkansas,OK,1,"Lonoke, AR 72086, USA",34.7839795,-91.8998611,5085
154,Madison,Arkansas,OK,1,"Madison, AR, USA",35.0131472,-90.72260969999999,5087
155,Marion,Arkansas,OK,1,"Marion, AR 72364, USA",35.2145336,-90.1964835,5089
156,Miller,Arkansas,OK,1,"Miller County, AR, USA",33.3335556,-93.86553029999999,5091
157,Mississippi,Arkansas,OK,1,"Mississippi County, AR, USA",35.8279728,-90.0746767,5093
158,Monroe,Arkansas,OK,1,"Monroe, AR 72021, USA",34.7348191,-91.10456579999999,5095
159,Montgomery,Arkansas,OK,1,"Montgomery County, AR, USA",34.5424074,-93.66232389999999,5097
160,Nevada,Arkansas,OK,1,"Nevada County, AR, USA",33.6621386,-93.33889169999999,5099
161,Newton,Arkansas,OK,1,"Newton County, AR, USA",35.9603994,-93.17796589999999,5101
162,Ouachita,Arkansas,OK,1,"Ouachita County, AR, USA",33.5828512,-92.9375739,5103
163,Perry,Arkansas,OK,1,"Perry, AR, USA",35.0475869,-92.7940557,5105
164,Phillips,Arkansas,OK,1,"Phillips County, AR, USA",34.4611206,-90.86751339999999,5107
165,Pike,Arkansas,OK,1,"Pike County, AR, USA",34.1876975,-93.66232389999999,5109
166,Poinsett,Arkansas,OK,1,"Poinsett County, AR, USA",35.6078586,-90.6393702,5111
167,Polk,Arkansas,OK,1,"Polk County, AR, USA",34.5268097,-94.15137639999999,5113
168,Pope,Arkansas,OK,1,"Pope County, AR, USA",35.440627,-93.0175712,5115
169,Prairie,Arkansas,OK,1,"Prairie County, AR, USA",34.7636336,-91.5983959,5117
170,Pulaski,Arkansas,OK,1,"Pulaski County, AR, USA",34.75386150000001,-92.2236667,5119
171,Randolph,Arkansas,OK,1,"Randolph County, AR, USA",36.3457918,-90.9820668,5121
172,St. Francis,Arkansas,OK,1,"St Francis, AR 72454, USA",36.4533933,-90.1453751,5123
173,Saline,Arkansas,OK,1,"Saline County, AR, USA",34.5708215,-92.539603,5125
174,Scott,Arkansas,OK,1,"Scott, AR, USA",34.6964808,-92.0962552,5127
175,Searcy,Arkansas,OK,1,"Searcy, AR, USA",35.2468204,-91.73368459999999,5129
176,Sebastian,Arkansas,OK,1,"Sebastian County, AR, USA",35.2260397,-94.315422,5131
177,Sevier,Arkansas,OK,1,"Sevier County, AR, USA",34.0346222,-94.27436279999999,5133
178,Sharp,Arkansas,OK,1,"Sharp County, AR, USA",36.16759740000001,-91.44346900000001,5135
179,Stone,Arkansas,OK,1,"Stone County, AR, USA",35.8075142,-92.2236667,5137
180,Union,Arkansas,OK,1,"Union County, AR, USA",33.1431092,-92.539603,5139
181,Van Buren,Arkansas,OK,1,"Van Buren, AR 72956, USA",35.436756,-94.34826799999999,5141
182,Washington,Arkansas,OK,1,"Washington, AR 71862, USA",33.774005,-93.68267960000001,5143
183,White,Arkansas,OK,1,"White County, AR, USA",35.2900612,-91.7538817,5145
184,Woodruff,Arkansas,OK,1,"Woodruff County, AR, USA",35.1215846,-91.13530200000001,5147
185,Yell,Arkansas,OK,1,"Yell County, AR, USA",35.0810824,-93.33889169999999,5149
186,Alameda,California,OK,1,"Alameda, CA, USA",37.7798721,-122.2821855,6001
187,Alpine,California,OK,1,"Alpine, CA, USA",32.8350521,-116.7664109,6003
188,Amador,California,OK,1,"Amador County, CA, USA",38.3488921,-120.7740931,6005
189,Butte,California,OK,1,"Butte County, CA, USA",39.6253952,-121.5370003,6007
190,Calaveras,California,OK,1,"Calaveras County, CA, USA",38.1960477,-120.6805037,6009
191,Colusa,California,OK,1,"Colusa, CA 95932, USA",39.2143343,-122.0094175,6011
192,Contra Costa,California,OK,1,"Contra Costa County, CA, USA",37.8534093,-121.9017954,6013
193,Del Norte,California,OK,1,"Del Norte County, CA, USA",41.7076287,-123.9659708,6015
194,El Dorado,California,OK,1,"El Dorado County, CA, USA",38.74263759999999,-120.4357631,6017
195,Fresno,California,OK,1,"Fresno, CA, USA",36.7377981,-119.7871247,6019
196,Glenn,California,OK,1,"Glenn, CA 95943, USA",39.5218283,-122.0138651,6021
197,Humboldt,California,OK,1,"Humboldt County, CA, USA",40.7450055,-123.8695086,6023
198,Imperial,California,OK,1,"Imperial, CA, USA",32.8475528,-115.5694391,6025
199,Inyo,California,OK,1,"Inyo County, CA, USA",36.3091865,-117.5495846,6027
200,Kern,California,OK,1,"Kern County, CA, USA",35.4937274,-118.8596804,6029
201,Kings,California,OK,1,"Kings County, CA, USA",36.0988489,-119.8815203,6031
202,Lake,California,OK,1,"Lake County, CA, USA",39.08396440000001,-122.8084496,6033
203,Lassen,California,OK,1,"Lassen County, CA, USA",40.5394389,-120.7120023,6035
204,Los Angeles,California,OK,1,"Los Angeles, CA, USA",34.0522342,-118.2436849,6037
205,Madera,California,OK,1,"Madera, CA, USA",36.9613356,-120.0607176,6039
206,Marin,California,OK,1,"Marin County, CA, USA",38.083403,-122.7633036,6041
207,Mariposa,California,OK,1,"Mariposa, CA 95338, USA",37.4849377,-119.9662843,6043
208,Mendocino,California,OK,1,"Mendocino, CA, USA",39.3076744,-123.7994591,6045
209,Merced,California,OK,1,"Merced, CA, USA",37.3021632,-120.4829677,6047
210,Modoc,California,OK,1,"Modoc County, CA, USA",41.4565165,-120.629366,6049
211,Mono,California,OK,1,"Mono County, CA, USA",37.9218608,-118.9528645,6051
212,Monterey,California,OK,1,"Monterey, CA, USA",36.6002378,-121.8946761,6053
213,Napa,California,OK,1,"Napa, CA, USA",38.2975381,-122.286865,6055
214,Nevada,California,OK,1,"Nevada City, CA 95959, USA",39.2615606,-121.0160594,6057
215,Orange,California,OK,1,"Orange, CA, USA",33.7879139,-117.8531007,6059
216,Placer,California,OK,1,"Placer County, CA, USA",39.0915751,-120.8039474,6061
217,Plumas,California,OK,1,"Plumas County, CA, USA",39.99268319999999,-120.8039474,6063
218,Riverside,California,OK,1,"Riverside, CA, USA",33.9806005,-117.3754942,6065
219,Sacramento,California,OK,1,"Sacramento, CA, USA",38.5815719,-121.4943996,6067
220,San Benito,California,OK,1,"San Benito County, CA, USA",36.5760883,-120.9876321,6069
221,San Bernardino,California,OK,1,"San Bernardino, CA, USA",34.1083449,-117.2897652,6071
222,San Diego,California,OK,1,"San Diego, CA, USA",32.715738,-117.1610838,6073
223,San Francisco,California,OK,1,"San Francisco, CA, USA",37.7749295,-122.4194155,6075
224,San Joaquin,California,OK,1,"San Joaquin, CA 93660, USA",36.6066162,-120.1890447,6077
225,San Luis Obispo,California,OK,1,"San Luis Obispo, CA, USA",35.2827524,-120.6596156,6079
226,San Mateo,California,OK,1,"San Mateo, CA, USA",37.5629917,-122.3255254,6081
227,Santa Barbara,California,OK,1,"Santa Barbara, CA, USA",34.4208305,-119.6981901,6083
228,Santa Clara,California,OK,1,"Santa Clara, CA, USA",37.3541079,-121.9552356,6085
229,Santa Cruz,California,OK,1,"Santa Cruz, CA, USA",36.9741171,-122.0307963,6087
230,Shasta,California,OK,1,"Shasta, CA, USA",40.598119,-122.4907566,6089
231,Sierra,California,OK,1,"Sierra County, CA, USA",39.5532845,-120.2512728,6091
232,Siskiyou,California,OK,1,"Siskiyou County, CA, USA",41.7743261,-122.5770126,6093
233,Solano,California,OK,1,"Solano County, CA, USA",38.3104969,-121.9017954,6095
234,Sonoma,California,OK,1,"Sonoma, CA 95476, USA",38.291859,-122.4580356,6097
235,Stanislaus,California,OK,1,"Stanislaus County, CA, USA",37.5090711,-120.9876321,6099
236,Sutter,California,OK,1,"Sutter, CA 95982, USA",39.1598915,-121.7527482,6101
237,Tehama,California,OK,1,"Tehama, CA, USA",40.0271015,-122.1233228,6103
238,Trinity,California,OK,1,"Trinity County, CA, USA",40.6329485,-123.0622553,6105
239,Tulare,California,OK,1,"Tulare, CA 93274, USA",36.2077288,-119.3473379,6107
240,Tuolumne,California,OK,1,"Tuolumne, CA 95379, USA",37.9627027,-120.2412999,6109
241,Ventura,California,OK,1,"Ventura, CA, USA",34.2804923,-119.2945199,6111
242,Yolo,California,OK,1,"Yolo, CA, USA",38.732968,-121.8072828,6113
243,Yuba,California,OK,1,"Yuba City, CA, USA",39.1404477,-121.6169108,6115
244,Adams,Colorado,OK,1,"Adams County, CO, USA",39.8398269,-104.1930918,8001
245,Alamosa,Colorado,OK,1,"Alamosa, CO 81101, USA",37.4694491,-105.8700214,8003
246,Arapahoe,Colorado,OK,1,"Arapahoe County, CO, USA",39.62031,-104.332644,8005
247,Archuleta,Colorado,OK,1,"Archuleta County, CO, USA",37.1604318,-107.0067031,8007
248,Baca,Colorado,OK,1,"Baca County, CO, USA",37.394731,-102.5298028,8009
249,Bent,Colorado,OK,1,"Bent County, CO, USA",38.0036339,-103.0817903,8011
250,Boulder,Colorado,OK,1,"Boulder, CO, USA",40.0149856,-105.2705456,8013
251,Broomfield,Colorado,OK,1,"Broomfield, CO, USA",39.9205411,-105.0866504,8014
252,Chaffee,Colorado,OK,1,"Chaffee County, CO, USA",38.7536679,-106.2522143,8015
253,Cheyenne,Colorado,OK,1,"Cheyenne County, CO, USA",38.8002562,-102.6216211,8017
254,Clear Creek,Colorado,OK,1,"Clear Creek, Colorado, USA",39.7966884,-105.042603,8019
255,Conejos,Colorado,OK,1,"Conejos, CO 81120, USA",37.0883453,-106.0197445,8021
256,Costilla,Colorado,OK,1,"Costilla County, CO, USA",37.2049596,-105.5005483,8023
257,Crowley,Colorado,OK,1,"Crowley, CO, USA",38.1930606,-103.8560646,8025
258,Custer,Colorado,OK,1,"Custer County, CO, USA",38.0615578,-105.3131185,8027
259,Delta,Colorado,OK,1,"Delta, CO 81416, USA",38.7422062,-108.0689582,8029
260,Denver,Colorado,OK,1,"Denver, CO, USA",39.7392358,-104.990251,8031
261,Dolores,Colorado,OK,1,"Dolores, CO 81323, USA",37.4738818,-108.5045356,8033
262,Douglas,Colorado,OK,1,"Douglas County, CO, USA",39.2587106,-104.9388853,8035
263,Eagle,Colorado,OK,1,"Eagle, CO 81631, USA",39.6552634,-106.8286507,8037
264,Elbert,Colorado,OK,1,"Elbert, CO 80106, USA",39.2194678,-104.5371508,8039
265,El Paso,Colorado,OK,1,"El Paso County, CO, USA",38.9108325,-104.4723301,8041
266,Fremont,Colorado,OK,1,"Fremont County, CO, USA",38.5306514,-105.5005483,8043
267,Garfield,Colorado,OK,1,"Garfield County, CO, USA",39.6584775,-107.763621,8045
268,Gilpin,Colorado,OK,1,"Gilpin County, CO, USA",39.8770159,-105.4536718,8047
269,Grand,Colorado,OK,1,"Grand County, CO, USA",40.0727382,-106.0640179,8049
270,Gunnison,Colorado,OK,1,"Gunnison, CO 81230, USA",38.5458246,-106.9253207,8051
271,Hinsdale,Colorado,OK,1,"Hinsdale County, CO, USA",37.9316309,-107.3848831,8053
272,Huerfano,Colorado,OK,1,"Huerfano County, CO, USA",37.6125984,-104.9388853,8055
273,Jackson,Colorado,OK,1,"Jackson County, CO, USA",40.6819242,-106.2522143,8057
274,Jefferson,Colorado,OK,1,"Jefferson, CO 80456, USA",39.377255,-105.8005988,8059
275,Kiowa,Colorado,OK,1,"Kiowa, CO 80117, USA",39.3472095,-104.4644112,8061
276,Kit Carson,Colorado,OK,1,"Kit Carson, CO 80825, USA",38.7611129,-102.7893667,8063
277,Lake,Colorado,OK,1,"Grand Lake, CO 80447, USA",40.25220729999999,-105.8230671,8065
278,La Plata,Colorado,OK,1,"La Plata County, CO, USA",37.2125857,-107.763621,8067
279,Larimer,Colorado,OK,1,"Larimer County, CO, USA",40.6955572,-105.5943388,8069
280,Las Animas,Colorado,OK,1,"Las Animas, CO 81054, USA",38.0666735,-103.222708,8071
281,Lincoln,Colorado,OK,1,"Lincoln County, CO, USA",39.0457549,-103.3587288,8073
282,Logan,Colorado,OK,1,"Logan County, CO, USA",40.7056181,-102.989615,8075
283,Mesa,Colorado,OK,1,"Mesa, CO 81643, USA",39.1662458,-108.1388881,8077
284,Mineral,Colorado,OK,1,"Mineral County, CO, USA",37.6583677,-107.0067031,8079
285,Moffat,Colorado,OK,1,"Moffat, CO, USA",37.9988882,-105.9100156,8081
286,Montezuma,Colorado,OK,1,"Montezuma, CO 80435, USA",39.581098,-105.8672337,8083
287,Montrose,Colorado,OK,1,"Montrose, CO, USA",38.4783198,-107.8761738,8085
288,Morgan,Colorado,OK,1,"Morgan County, CO, USA",40.2989226,-103.7289167,8087
289,Otero,Colorado,OK,1,"Otero County, CO, USA",37.9397663,-103.6362715,8089
290,Ouray,Colorado,OK,1,"Ouray, CO, USA",38.0227716,-107.6714487,8091
291,Park,Colorado,OK,1,"Park County, CO, USA",39.0897928,-105.5943388,8093
292,Phillips,Colorado,OK,1,"Phillips County, CO, USA",40.53713339999999,-102.3463875,8095
293,Pitkin,Colorado,OK,1,"Pitkin, CO, USA",38.6091612,-106.5166957,8097
294,Prowers,Colorado,OK,1,"Prowers County, CO, USA",37.84337560000001,-102.2547919,8099
